##Iter	TotalE	TotalM
54882 -52 2 4
54883 -52 2 4
54884 -56 0 0
54885 -56 2 4
54886 -52 0 0
54887 -52 0 0
54888 -52 -2 4
54889 -52 -2 4
54890 -52 -2 4
54891 -52 -2 4
54892 -52 -2 4
54893 -52 -2 4
54894 -52 -4 16
54895 -52 -2 4
54896 -52 -2 4
54897 -52 -2 4
54898 -52 -2 4
54899 -52 -2 4
54900 -52 -2 4
54901 -52 -2 4
54902 -52 0 0
54903 -52 0 0
54904 -52 0 0
54905 -52 0 0
54906 -52 0 0
54907 -52 0 0
54908 -52 0 0
54909 -52 0 0
54910 -52 0 0
54911 -52 0 0
54912 -52 0 0
54913 -52 0 0
54914 -52 0 0
54915 -52 0 0
54916 -52 0 0
54917 -52 0 0
54918 -52 -2 4
54919 -52 -2 4
54920 -52 0 0
54921 -52 2 4
54922 -48 4 16
54923 -48 4 16
54924 -48 4 16
54925 -48 6 36
54926 -48 6 36
54927 -48 8 64
54928 -48 8 64
54929 -52 6 36
54930 -52 6 36
54931 -52 6 36
54932 -52 6 36
54933 -52 6 36
54934 -52 4 16
54935 -56 2 4
54936 -48 4 16
54937 -48 4 16
54938 -48 4 16
54939 -48 4 16
54940 -56 2 4
54941 -56 4 16
54942 -56 2 4
54943 -56 2 4
54944 -52 4 16
54945 -52 4 16
54946 -52 4 16
54947 -56 6 36
54948 -56 8 64
54949 -60 6 36
54950 -64 4 16
54951 -64 4 16
54952 -64 4 16
54953 -64 4 16
54954 -64 4 16
54955 -64 6 36
54956 -64 6 36
54957 -64 6 36
54958 -64 6 36
54959 -68 4 16
54960 -68 4 16
54961 -68 6 36
54962 -68 6 36
54963 -68 6 36
54964 -68 6 36
54965 -68 6 36
54966 -68 8 64
54967 -68 8 64
54968 -68 8 64
54969 -72 10 100
54970 -72 10 100
54971 -72 10 100
54972 -72 12 144
54973 -72 12 144
54974 -68 10 100
54975 -68 12 144
54976 -68 12 144
54977 -68 12 144
54978 -64 10 100
54979 -64 10 100
54980 -64 10 100
54981 -64 10 100
54982 -60 12 144
54983 -60 12 144
54984 -60 12 144
54985 -60 12 144
54986 -64 10 100
54987 -68 12 144
54988 -68 12 144
54989 -68 12 144
54990 -68 10 100
54991 -68 8 64
54992 -68 6 36
54993 -68 4 16
54994 -68 4 16
54995 -68 4 16
54996 -68 4 16
54997 -68 4 16
54998 -68 4 16
54999 -68 4 16
55000 -64 6 36
55001 -64 8 64
55002 -64 8 64
55003 -64 8 64
55004 -64 6 36
55005 -64 8 64
55006 -64 8 64
55007 -64 8 64
55008 -64 10 100
55009 -68 12 144
55010 -68 12 144
55011 -68 12 144
55012 -68 12 144
55013 -72 10 100
55014 -72 10 100
55015 -72 10 100
55016 -72 10 100
55017 -72 10 100
55018 -68 12 144
55019 -68 10 100
55020 -68 12 144
55021 -68 12 144
55022 -68 12 144
55023 -64 14 196
55024 -64 14 196
55025 -64 14 196
55026 -64 14 196
55027 -68 16 256
55028 -64 18 324
55029 -68 20 400
55030 -68 20 400
55031 -68 20 400
55032 -68 20 400
55033 -68 20 400
55034 -72 22 484
55035 -72 22 484
55036 -72 22 484
55037 -72 22 484
55038 -72 22 484
55039 -72 22 484
55040 -76 24 576
55041 -76 24 576
55042 -76 24 576
55043 -76 24 576
55044 -76 24 576
55045 -76 24 576
55046 -76 24 576
55047 -76 24 576
55048 -76 22 484
55049 -76 22 484
55050 -76 22 484
55051 -76 22 484
55052 -76 22 484
55053 -76 20 400
55054 -76 22 484
55055 -80 24 576
55056 -80 26 676
55057 -80 26 676
55058 -84 28 784
55059 -88 30 900
55060 -80 28 784
55061 -80 28 784
55062 -80 28 784
55063 -88 30 900
55064 -88 30 900
55065 -84 28 784
55066 -84 26 676
55067 -84 26 676
55068 -84 26 676
55069 -80 28 784
55070 -80 30 900
55071 -76 28 784
55072 -80 30 900
55073 -80 30 900
55074 -80 30 900
55075 -80 30 900
55076 -76 32 1024
55077 -76 32 1024
55078 -76 34 1156
55079 -76 34 1156
55080 -76 36 1296
55081 -80 38 1444
55082 -80 38 1444
55083 -80 36 1296
55084 -80 36 1296
55085 -84 38 1444
55086 -84 38 1444
55087 -80 40 1600
55088 -80 40 1600
55089 -80 40 1600
55090 -80 40 1600
55091 -80 40 1600
55092 -80 40 1600
55093 -80 40 1600
55094 -80 40 1600
55095 -80 42 1764
55096 -80 42 1764
55097 -80 42 1764
55098 -80 42 1764
55099 -80 42 1764
55100 -80 42 1764
55101 -80 42 1764
55102 -72 40 1600
55103 -72 40 1600
55104 -72 40 1600
55105 -72 40 1600
55106 -72 40 1600
55107 -72 40 1600
55108 -72 40 1600
55109 -72 40 1600
55110 -72 40 1600
55111 -68 38 1444
55112 -68 38 1444
55113 -68 38 1444
55114 -68 36 1296
55115 -68 36 1296
55116 -68 36 1296
55117 -68 36 1296
55118 -68 36 1296
55119 -72 38 1444
55120 -76 40 1600
55121 -76 40 1600
55122 -76 40 1600
55123 -76 40 1600
55124 -76 40 1600
55125 -76 42 1764
55126 -76 42 1764
55127 -76 42 1764
55128 -76 42 1764
55129 -76 42 1764
55130 -76 42 1764
55131 -76 42 1764
55132 -80 44 1936
55133 -80 44 1936
55134 -80 44 1936
55135 -80 44 1936
55136 -76 42 1764
55137 -76 42 1764
55138 -76 42 1764
55139 -76 42 1764
55140 -76 42 1764
55141 -76 42 1764
55142 -76 42 1764
55143 -76 42 1764
55144 -76 42 1764
55145 -84 44 1936
55146 -84 44 1936
55147 -84 46 2116
55148 -84 46 2116
55149 -84 46 2116
55150 -84 46 2116
55151 -84 46 2116
55152 -84 46 2116
55153 -84 46 2116
55154 -84 46 2116
55155 -84 46 2116
55156 -84 46 2116
55157 -84 46 2116
55158 -84 46 2116
55159 -84 46 2116
55160 -84 44 1936
55161 -84 44 1936
55162 -84 44 1936
55163 -84 44 1936
55164 -84 44 1936
55165 -84 44 1936
55166 -84 44 1936
55167 -84 44 1936
55168 -84 44 1936
55169 -84 44 1936
55170 -84 44 1936
55171 -84 44 1936
55172 -84 44 1936
55173 -80 42 1764
55174 -84 44 1936
55175 -84 44 1936
55176 -84 44 1936
55177 -88 46 2116
55178 -88 48 2304
55179 -88 48 2304
55180 -88 48 2304
55181 -88 48 2304
55182 -88 48 2304
55183 -88 48 2304
55184 -88 46 2116
55185 -88 48 2304
55186 -88 48 2304
55187 -88 48 2304
55188 -88 48 2304
55189 -88 46 2116
55190 -84 48 2304
55191 -84 48 2304
55192 -80 46 2116
55193 -80 46 2116
55194 -80 46 2116
55195 -84 48 2304
55196 -84 48 2304
55197 -84 48 2304
55198 -84 48 2304
55199 -76 46 2116
55200 -76 46 2116
55201 -76 46 2116
55202 -76 46 2116
55203 -76 46 2116
55204 -72 44 1936
55205 -72 44 1936
55206 -72 44 1936
55207 -72 44 1936
55208 -76 46 2116
55209 -76 46 2116
55210 -76 46 2116
55211 -76 46 2116
55212 -76 48 2304
55213 -76 48 2304
55214 -76 50 2500
55215 -84 52 2704
55216 -84 52 2704
55217 -84 52 2704
55218 -88 54 2916
55219 -88 54 2916
55220 -96 56 3136
55221 -96 54 2916
55222 -96 54 2916
55223 -96 54 2916
55224 -96 54 2916
55225 -96 54 2916
55226 -96 54 2916
55227 -96 54 2916
55228 -96 54 2916
55229 -96 54 2916
55230 -96 54 2916
55231 -96 54 2916
55232 -104 56 3136
55233 -104 56 3136
55234 -104 56 3136
55235 -104 56 3136
55236 -104 56 3136
55237 -104 56 3136
55238 -104 56 3136
55239 -104 56 3136
55240 -104 56 3136
55241 -104 56 3136
55242 -104 56 3136
55243 -104 56 3136
55244 -108 58 3364
55245 -108 58 3364
55246 -108 58 3364
55247 -108 58 3364
55248 -108 58 3364
55249 -108 58 3364
55250 -108 58 3364
55251 -108 58 3364
55252 -108 58 3364
55253 -116 60 3600
55254 -116 60 3600
55255 -116 60 3600
55256 -116 60 3600
55257 -116 60 3600
55258 -112 58 3364
55259 -112 58 3364
55260 -112 58 3364
55261 -112 58 3364
55262 -112 58 3364
55263 -112 58 3364
55264 -112 58 3364
55265 -112 58 3364
55266 -112 58 3364
55267 -112 58 3364
55268 -112 58 3364
55269 -108 56 3136
55270 -108 56 3136
55271 -108 56 3136
55272 -108 56 3136
55273 -108 56 3136
55274 -108 56 3136
55275 -108 56 3136
55276 -104 54 2916
55277 -104 54 2916
55278 -108 56 3136
55279 -108 56 3136
55280 -108 56 3136
55281 -108 56 3136
55282 -108 56 3136
55283 -108 56 3136
55284 -108 56 3136
55285 -108 56 3136
55286 -108 54 2916
55287 -108 54 2916
55288 -108 54 2916
55289 -108 54 2916
55290 -108 54 2916
55291 -108 54 2916
55292 -108 54 2916
55293 -108 54 2916
55294 -108 54 2916
55295 -104 52 2704
55296 -104 52 2704
55297 -104 52 2704
55298 -104 52 2704
55299 -100 50 2500
55300 -100 50 2500
55301 -100 50 2500
55302 -96 48 2304
55303 -96 48 2304
55304 -96 48 2304
55305 -96 48 2304
55306 -96 48 2304
55307 -96 48 2304
55308 -96 48 2304
55309 -96 48 2304
55310 -96 48 2304
55311 -100 50 2500
55312 -100 50 2500
55313 -100 50 2500
55314 -100 50 2500
55315 -96 48 2304
55316 -96 48 2304
55317 -96 48 2304
55318 -96 48 2304
55319 -96 48 2304
55320 -96 48 2304
55321 -96 48 2304
55322 -96 48 2304
55323 -96 48 2304
55324 -96 48 2304
55325 -96 48 2304
55326 -92 50 2500
55327 -92 50 2500
55328 -100 52 2704
55329 -100 52 2704
55330 -100 52 2704
55331 -100 54 2916
55332 -92 52 2704
55333 -92 52 2704
55334 -92 52 2704
55335 -92 54 2916
55336 -96 56 3136
55337 -96 56 3136
55338 -96 56 3136
55339 -96 56 3136
55340 -96 56 3136
55341 -96 56 3136
55342 -96 56 3136
55343 -96 56 3136
55344 -96 56 3136
55345 -96 56 3136
55346 -96 56 3136
55347 -96 56 3136
55348 -96 56 3136
55349 -104 58 3364
55350 -104 58 3364
55351 -104 58 3364
55352 -104 58 3364
55353 -104 58 3364
55354 -104 58 3364
55355 -104 58 3364
55356 -104 58 3364
55357 -104 58 3364
55358 -112 60 3600
55359 -112 60 3600
55360 -112 60 3600
55361 -112 60 3600
55362 -112 60 3600
55363 -112 60 3600
55364 -112 60 3600
55365 -112 60 3600
55366 -112 60 3600
55367 -120 62 3844
55368 -120 62 3844
55369 -112 60 3600
55370 -112 60 3600
55371 -112 60 3600
55372 -112 60 3600
55373 -112 60 3600
55374 -112 60 3600
55375 -112 60 3600
55376 -112 60 3600
55377 -112 60 3600
55378 -112 60 3600
55379 -112 60 3600
55380 -112 60 3600
55381 -112 60 3600
55382 -112 60 3600
55383 -112 60 3600
55384 -108 58 3364
55385 -108 58 3364
55386 -108 58 3364
55387 -108 58 3364
55388 -108 58 3364
55389 -108 58 3364
55390 -108 58 3364
55391 -108 58 3364
55392 -108 58 3364
55393 -108 58 3364
55394 -108 58 3364
55395 -112 60 3600
55396 -112 60 3600
55397 -112 60 3600
55398 -112 60 3600
55399 -112 60 3600
55400 -112 60 3600
55401 -112 60 3600
55402 -112 60 3600
55403 -112 60 3600
55404 -112 60 3600
55405 -112 60 3600
55406 -112 60 3600
55407 -112 60 3600
55408 -112 60 3600
55409 -108 58 3364
55410 -108 58 3364
55411 -108 58 3364
55412 -108 58 3364
55413 -108 58 3364
55414 -108 58 3364
55415 -108 58 3364
55416 -108 58 3364
55417 -108 58 3364
55418 -108 58 3364
55419 -100 56 3136
55420 -100 56 3136
55421 -100 56 3136
55422 -100 56 3136
55423 -92 54 2916
55424 -92 54 2916
55425 -92 54 2916
55426 -92 54 2916
55427 -92 54 2916
55428 -92 54 2916
55429 -88 52 2704
55430 -92 54 2916
55431 -92 54 2916
55432 -92 54 2916
55433 -92 54 2916
55434 -100 56 3136
55435 -100 56 3136
55436 -100 56 3136
55437 -100 56 3136
55438 -100 56 3136
55439 -96 54 2916
55440 -96 54 2916
55441 -96 54 2916
55442 -96 54 2916
55443 -96 54 2916
55444 -96 54 2916
55445 -96 54 2916
55446 -96 54 2916
55447 -96 54 2916
55448 -92 52 2704
55449 -92 52 2704
55450 -92 52 2704
55451 -96 54 2916
55452 -96 54 2916
55453 -96 54 2916
55454 -96 54 2916
55455 -100 56 3136
55456 -100 56 3136
55457 -100 56 3136
55458 -100 56 3136
55459 -100 56 3136
55460 -100 56 3136
55461 -100 56 3136
55462 -92 54 2916
55463 -92 54 2916
55464 -92 54 2916
55465 -92 54 2916
55466 -92 54 2916
55467 -92 54 2916
55468 -92 52 2704
55469 -92 52 2704
55470 -92 52 2704
55471 -92 52 2704
55472 -92 52 2704
55473 -92 52 2704
55474 -92 52 2704
55475 -92 54 2916
55476 -92 54 2916
55477 -92 54 2916
55478 -92 54 2916
55479 -92 54 2916
55480 -92 54 2916
55481 -88 52 2704
55482 -96 54 2916
55483 -96 54 2916
55484 -96 54 2916
55485 -92 52 2704
55486 -92 52 2704
55487 -92 52 2704
55488 -92 52 2704
55489 -92 52 2704
55490 -92 52 2704
55491 -92 52 2704
55492 -96 54 2916
55493 -96 54 2916
55494 -96 54 2916
55495 -96 54 2916
55496 -96 54 2916
55497 -96 54 2916
55498 -96 54 2916
55499 -96 54 2916
55500 -96 54 2916
55501 -96 54 2916
55502 -100 56 3136
55503 -100 56 3136
55504 -100 56 3136
55505 -96 54 2916
55506 -96 54 2916
55507 -96 54 2916
55508 -96 54 2916
55509 -96 54 2916
55510 -96 54 2916
55511 -96 54 2916
55512 -96 54 2916
55513 -96 54 2916
55514 -88 52 2704
55515 -88 52 2704
55516 -88 52 2704
55517 -88 52 2704
55518 -88 52 2704
55519 -88 52 2704
55520 -88 52 2704
55521 -88 50 2500
55522 -88 50 2500
55523 -92 52 2704
55524 -92 52 2704
55525 -96 54 2916
55526 -96 54 2916
55527 -92 52 2704
55528 -92 52 2704
55529 -92 52 2704
55530 -92 52 2704
55531 -92 52 2704
55532 -92 52 2704
55533 -92 52 2704
55534 -92 52 2704
55535 -92 52 2704
55536 -92 52 2704
55537 -92 52 2704
55538 -92 52 2704
55539 -92 52 2704
55540 -92 52 2704
55541 -92 52 2704
55542 -92 52 2704
55543 -92 52 2704
55544 -92 52 2704
55545 -88 50 2500
55546 -88 48 2304
55547 -88 48 2304
55548 -88 48 2304
55549 -88 48 2304
55550 -88 48 2304
55551 -88 48 2304
55552 -88 48 2304
55553 -88 48 2304
55554 -88 48 2304
55555 -88 50 2500
55556 -84 48 2304
55557 -88 50 2500
55558 -88 50 2500
55559 -88 50 2500
55560 -88 50 2500
55561 -88 50 2500
55562 -88 50 2500
55563 -88 50 2500
55564 -88 50 2500
55565 -96 52 2704
55566 -96 52 2704
55567 -96 52 2704
55568 -96 52 2704
55569 -96 52 2704
55570 -100 54 2916
55571 -100 54 2916
55572 -100 54 2916
55573 -104 56 3136
55574 -104 56 3136
55575 -104 56 3136
55576 -104 56 3136
55577 -104 56 3136
55578 -104 56 3136
55579 -100 54 2916
55580 -100 54 2916
55581 -100 54 2916
55582 -100 54 2916
55583 -100 54 2916
55584 -100 54 2916
55585 -100 54 2916
55586 -100 54 2916
55587 -100 54 2916
55588 -100 54 2916
55589 -100 54 2916
55590 -100 54 2916
55591 -100 54 2916
55592 -100 54 2916
55593 -100 54 2916
55594 -100 54 2916
55595 -100 54 2916
55596 -100 54 2916
55597 -100 54 2916
55598 -100 54 2916
55599 -100 54 2916
55600 -100 54 2916
55601 -100 54 2916
55602 -100 54 2916
55603 -100 54 2916
55604 -100 54 2916
55605 -100 54 2916
55606 -100 54 2916
55607 -100 54 2916
55608 -92 52 2704
55609 -88 50 2500
55610 -88 50 2500
55611 -88 50 2500
55612 -92 52 2704
55613 -92 52 2704
55614 -92 52 2704
55615 -92 52 2704
55616 -92 52 2704
55617 -92 52 2704
55618 -92 52 2704
55619 -92 52 2704
55620 -92 52 2704
55621 -92 52 2704
55622 -96 54 2916
55623 -96 54 2916
55624 -96 54 2916
55625 -96 54 2916
55626 -96 54 2916
55627 -96 54 2916
55628 -96 54 2916
55629 -96 54 2916
55630 -96 54 2916
55631 -96 54 2916
55632 -96 54 2916
55633 -96 54 2916
55634 -96 54 2916
55635 -104 56 3136
55636 -104 56 3136
55637 -104 56 3136
55638 -104 56 3136
55639 -104 56 3136
55640 -104 56 3136
55641 -104 56 3136
55642 -104 56 3136
55643 -104 56 3136
55644 -104 56 3136
55645 -104 56 3136
55646 -104 56 3136
55647 -104 56 3136
55648 -108 58 3364
55649 -108 58 3364
55650 -108 58 3364
55651 -108 58 3364
55652 -108 58 3364
55653 -108 58 3364
55654 -108 58 3364
55655 -108 58 3364
55656 -108 58 3364
55657 -108 58 3364
55658 -108 58 3364
55659 -108 58 3364
55660 -108 58 3364
55661 -108 58 3364
55662 -108 58 3364
55663 -100 56 3136
55664 -100 56 3136
55665 -100 56 3136
55666 -100 56 3136
55667 -100 56 3136
55668 -100 56 3136
55669 -100 56 3136
55670 -100 56 3136
55671 -104 58 3364
55672 -104 58 3364
55673 -104 58 3364
55674 -104 58 3364
55675 -104 58 3364
55676 -104 58 3364
55677 -104 58 3364
55678 -104 58 3364
55679 -104 58 3364
55680 -104 58 3364
55681 -104 58 3364
55682 -104 58 3364
55683 -104 58 3364
55684 -104 58 3364
55685 -104 58 3364
55686 -104 58 3364
55687 -104 58 3364
55688 -104 58 3364
55689 -100 56 3136
55690 -100 56 3136
55691 -96 54 2916
55692 -96 54 2916
55693 -96 54 2916
55694 -96 54 2916
55695 -96 54 2916
55696 -96 54 2916
55697 -96 54 2916
55698 -96 54 2916
55699 -96 54 2916
55700 -96 54 2916
55701 -96 54 2916
55702 -96 54 2916
55703 -96 56 3136
55704 -96 56 3136
55705 -96 56 3136
55706 -96 56 3136
55707 -96 56 3136
55708 -96 56 3136
55709 -96 56 3136
55710 -96 56 3136
55711 -96 54 2916
55712 -96 52 2704
55713 -96 52 2704
55714 -96 52 2704
55715 -96 52 2704
55716 -96 52 2704
55717 -96 52 2704
55718 -96 52 2704
55719 -96 52 2704
55720 -96 52 2704
55721 -92 50 2500
55722 -92 50 2500
55723 -92 50 2500
55724 -92 50 2500
55725 -92 50 2500
55726 -92 48 2304
55727 -92 48 2304
55728 -92 48 2304
55729 -92 48 2304
55730 -92 48 2304
55731 -92 50 2500
55732 -92 50 2500
55733 -92 50 2500
55734 -92 50 2500
55735 -92 50 2500
55736 -92 50 2500
55737 -92 50 2500
55738 -92 50 2500
55739 -92 50 2500
55740 -92 50 2500
55741 -92 48 2304
55742 -92 46 2116
55743 -92 48 2304
55744 -92 48 2304
55745 -92 48 2304
55746 -92 48 2304
55747 -92 48 2304
55748 -92 48 2304
55749 -92 48 2304
55750 -92 48 2304
55751 -92 48 2304
55752 -88 46 2116
55753 -88 46 2116
55754 -88 46 2116
55755 -88 46 2116
55756 -88 46 2116
55757 -88 46 2116
55758 -88 46 2116
55759 -96 48 2304
55760 -96 48 2304
55761 -96 50 2500
55762 -88 48 2304
55763 -88 48 2304
55764 -88 48 2304
55765 -88 48 2304
55766 -88 48 2304
55767 -88 48 2304
55768 -92 50 2500
55769 -84 48 2304
55770 -80 46 2116
55771 -80 46 2116
55772 -80 46 2116
55773 -80 46 2116
55774 -80 46 2116
55775 -80 46 2116
55776 -80 46 2116
55777 -80 46 2116
55778 -80 48 2304
55779 -80 48 2304
55780 -80 48 2304
55781 -80 48 2304
55782 -80 48 2304
55783 -80 48 2304
55784 -88 50 2500
55785 -88 50 2500
55786 -88 50 2500
55787 -96 52 2704
55788 -92 50 2500
55789 -92 50 2500
55790 -92 50 2500
55791 -92 50 2500
55792 -92 48 2304
55793 -92 48 2304
55794 -96 50 2500
55795 -96 48 2304
55796 -96 48 2304
55797 -96 48 2304
55798 -88 46 2116
55799 -88 46 2116
55800 -88 46 2116
55801 -88 46 2116
55802 -84 48 2304
55803 -84 48 2304
55804 -88 50 2500
55805 -88 50 2500
55806 -88 50 2500
55807 -88 48 2304
55808 -84 46 2116
55809 -84 46 2116
55810 -84 44 1936
55811 -84 44 1936
55812 -84 44 1936
55813 -84 44 1936
55814 -84 44 1936
55815 -84 44 1936
55816 -80 42 1764
55817 -80 42 1764
55818 -80 42 1764
55819 -80 42 1764
55820 -80 42 1764
55821 -80 42 1764
55822 -80 42 1764
55823 -80 42 1764
55824 -80 40 1600
55825 -80 42 1764
55826 -80 42 1764
55827 -80 42 1764
55828 -84 44 1936
55829 -84 44 1936
55830 -88 46 2116
55831 -88 46 2116
55832 -88 46 2116
55833 -88 46 2116
55834 -88 46 2116
55835 -88 46 2116
55836 -88 44 1936
55837 -88 44 1936
55838 -88 44 1936
55839 -88 44 1936
55840 -84 42 1764
55841 -84 42 1764
55842 -84 42 1764
55843 -84 42 1764
55844 -84 42 1764
55845 -84 42 1764
55846 -84 42 1764
55847 -84 42 1764
55848 -84 42 1764
55849 -84 42 1764
55850 -84 42 1764
55851 -84 40 1600
55852 -84 40 1600
55853 -84 40 1600
55854 -84 40 1600
55855 -84 40 1600
55856 -84 40 1600
55857 -84 38 1444
55858 -84 38 1444
55859 -84 38 1444
55860 -84 38 1444
55861 -84 38 1444
55862 -84 38 1444
55863 -84 38 1444
55864 -84 38 1444
55865 -84 38 1444
55866 -84 38 1444
55867 -84 38 1444
55868 -84 38 1444
55869 -84 38 1444
55870 -80 36 1296
55871 -80 36 1296
55872 -80 38 1444
55873 -80 40 1600
55874 -72 38 1444
55875 -72 38 1444
55876 -72 38 1444
55877 -76 40 1600
55878 -76 40 1600
55879 -76 40 1600
55880 -76 40 1600
55881 -76 40 1600
55882 -84 42 1764
55883 -84 42 1764
55884 -84 44 1936
55885 -84 42 1764
55886 -88 44 1936
55887 -84 42 1764
55888 -84 42 1764
55889 -84 42 1764
55890 -84 42 1764
55891 -84 42 1764
55892 -84 42 1764
55893 -84 42 1764
55894 -84 42 1764
55895 -84 42 1764
55896 -84 42 1764
55897 -84 42 1764
55898 -84 42 1764
55899 -84 42 1764
55900 -84 42 1764
55901 -84 42 1764
55902 -76 40 1600
55903 -76 40 1600
55904 -76 42 1764
55905 -76 44 1936
55906 -76 44 1936
55907 -76 44 1936
55908 -76 44 1936
55909 -76 44 1936
55910 -76 44 1936
55911 -80 46 2116
55912 -80 46 2116
55913 -80 46 2116
55914 -76 44 1936
55915 -76 44 1936
55916 -76 46 2116
55917 -76 46 2116
55918 -76 46 2116
55919 -76 46 2116
55920 -76 46 2116
55921 -76 46 2116
55922 -76 46 2116
55923 -76 46 2116
55924 -76 46 2116
55925 -76 46 2116
55926 -76 46 2116
55927 -72 44 1936
55928 -64 42 1764
55929 -64 42 1764
55930 -64 42 1764
55931 -68 44 1936
55932 -72 46 2116
55933 -72 46 2116
55934 -72 46 2116
55935 -72 46 2116
55936 -72 46 2116
55937 -76 48 2304
55938 -76 48 2304
55939 -68 46 2116
55940 -68 46 2116
55941 -68 46 2116
55942 -64 44 1936
55943 -64 44 1936
55944 -64 44 1936
55945 -64 44 1936
55946 -64 44 1936
55947 -60 42 1764
55948 -60 40 1600
55949 -60 40 1600
55950 -60 40 1600
55951 -60 40 1600
55952 -64 42 1764
55953 -64 42 1764
55954 -64 42 1764
55955 -68 44 1936
55956 -68 44 1936
55957 -68 42 1764
55958 -68 42 1764
55959 -68 42 1764
55960 -68 42 1764
55961 -68 40 1600
55962 -68 40 1600
55963 -68 40 1600
55964 -68 40 1600
55965 -68 40 1600
55966 -68 40 1600
55967 -68 40 1600
55968 -76 42 1764
55969 -76 42 1764
55970 -76 42 1764
55971 -76 42 1764
55972 -76 42 1764
55973 -76 42 1764
55974 -76 42 1764
55975 -72 40 1600
55976 -72 38 1444
55977 -72 38 1444
55978 -68 36 1296
55979 -68 36 1296
55980 -68 38 1444
55981 -68 38 1444
55982 -68 38 1444
55983 -72 40 1600
55984 -72 40 1600
55985 -72 40 1600
55986 -72 40 1600
55987 -72 40 1600
55988 -72 40 1600
55989 -76 42 1764
55990 -76 42 1764
55991 -80 44 1936
55992 -80 42 1764
55993 -80 42 1764
55994 -80 44 1936
55995 -80 44 1936
55996 -80 44 1936
55997 -80 44 1936
55998 -80 44 1936
55999 -80 44 1936
56000 -80 44 1936
56001 -80 44 1936
56002 -80 44 1936
56003 -80 44 1936
56004 -80 44 1936
56005 -76 42 1764
56006 -76 42 1764
56007 -76 42 1764
56008 -76 42 1764
56009 -76 44 1936
56010 -76 44 1936
56011 -80 46 2116
56012 -80 46 2116
56013 -80 46 2116
56014 -80 46 2116
56015 -84 48 2304
56016 -80 46 2116
56017 -80 46 2116
56018 -80 46 2116
56019 -80 46 2116
56020 -80 46 2116
56021 -80 46 2116
56022 -80 48 2304
56023 -80 48 2304
56024 -80 48 2304
56025 -80 48 2304
56026 -80 48 2304
56027 -76 46 2116
56028 -76 46 2116
56029 -76 44 1936
56030 -76 44 1936
56031 -80 46 2116
56032 -80 46 2116
56033 -84 48 2304
56034 -84 48 2304
56035 -84 48 2304
56036 -88 50 2500
56037 -92 48 2304
56038 -92 46 2116
56039 -92 46 2116
56040 -92 48 2304
56041 -100 50 2500
56042 -100 50 2500
56043 -100 50 2500
56044 -108 52 2704
56045 -100 50 2500
56046 -100 50 2500
56047 -100 50 2500
56048 -100 50 2500
56049 -100 50 2500
56050 -100 50 2500
56051 -100 50 2500
56052 -96 48 2304
56053 -96 48 2304
56054 -96 48 2304
56055 -96 48 2304
56056 -96 48 2304
56057 -96 48 2304
56058 -96 48 2304
56059 -96 48 2304
56060 -96 48 2304
56061 -96 48 2304
56062 -96 48 2304
56063 -96 48 2304
56064 -96 48 2304
56065 -96 48 2304
56066 -96 48 2304
56067 -96 48 2304
56068 -96 48 2304
56069 -96 50 2500
56070 -96 50 2500
56071 -96 50 2500
56072 -96 50 2500
56073 -96 50 2500
56074 -96 50 2500
56075 -100 52 2704
56076 -100 52 2704
56077 -100 52 2704
56078 -100 52 2704
56079 -100 52 2704
56080 -100 52 2704
56081 -96 50 2500
56082 -96 50 2500
56083 -96 50 2500
56084 -96 50 2500
56085 -92 52 2704
56086 -92 52 2704
56087 -92 52 2704
56088 -92 52 2704
56089 -92 52 2704
56090 -92 52 2704
56091 -92 52 2704
56092 -92 52 2704
56093 -92 52 2704
56094 -92 52 2704
56095 -92 52 2704
56096 -92 52 2704
56097 -92 52 2704
56098 -92 52 2704
56099 -92 52 2704
56100 -92 52 2704
56101 -92 52 2704
56102 -92 52 2704
56103 -92 52 2704
56104 -92 50 2500
56105 -92 50 2500
56106 -96 52 2704
56107 -96 52 2704
56108 -96 52 2704
56109 -96 52 2704
56110 -96 52 2704
56111 -96 52 2704
56112 -88 50 2500
56113 -88 50 2500
56114 -88 50 2500
56115 -88 50 2500
56116 -88 50 2500
56117 -88 50 2500
56118 -88 50 2500
56119 -88 50 2500
56120 -88 50 2500
56121 -88 50 2500
56122 -88 50 2500
56123 -88 50 2500
56124 -80 48 2304
56125 -80 48 2304
56126 -80 48 2304
56127 -80 50 2500
56128 -80 50 2500
56129 -80 50 2500
56130 -80 50 2500
56131 -80 50 2500
56132 -80 50 2500
56133 -80 50 2500
56134 -80 50 2500
56135 -80 50 2500
56136 -80 50 2500
56137 -80 50 2500
56138 -80 50 2500
56139 -80 50 2500
56140 -80 50 2500
56141 -88 52 2704
56142 -88 52 2704
56143 -88 52 2704
56144 -88 52 2704
56145 -88 52 2704
56146 -88 52 2704
56147 -88 52 2704
56148 -88 52 2704
56149 -88 52 2704
56150 -96 54 2916
56151 -96 54 2916
56152 -96 52 2704
56153 -88 50 2500
56154 -88 50 2500
56155 -88 48 2304
56156 -88 48 2304
56157 -88 48 2304
56158 -88 48 2304
56159 -88 48 2304
56160 -88 48 2304
56161 -88 48 2304
56162 -88 50 2500
56163 -88 50 2500
56164 -88 50 2500
56165 -88 50 2500
56166 -88 52 2704
56167 -88 52 2704
56168 -88 52 2704
