##Iter	TotalE	TotalM
7978 -76 46 2116
7979 -76 44 1936
7980 -76 44 1936
7981 -68 42 1764
7982 -68 42 1764
7983 -68 42 1764
7984 -68 40 1600
7985 -68 40 1600
7986 -68 38 1444
7987 -68 38 1444
7988 -68 38 1444
7989 -68 38 1444
7990 -68 38 1444
7991 -68 38 1444
7992 -68 40 1600
7993 -68 40 1600
7994 -68 40 1600
7995 -72 42 1764
7996 -72 42 1764
7997 -72 42 1764
7998 -72 44 1936
7999 -72 44 1936
8000 -76 46 2116
8001 -76 46 2116
8002 -76 46 2116
8003 -76 44 1936
8004 -76 44 1936
8005 -76 44 1936
8006 -76 44 1936
8007 -76 44 1936
8008 -76 44 1936
8009 -76 44 1936
8010 -80 46 2116
8011 -76 44 1936
8012 -76 44 1936
8013 -76 44 1936
8014 -76 44 1936
8015 -76 44 1936
8016 -76 44 1936
8017 -76 44 1936
8018 -76 44 1936
8019 -72 42 1764
8020 -72 42 1764
8021 -72 42 1764
8022 -72 42 1764
8023 -72 42 1764
8024 -72 42 1764
8025 -72 42 1764
8026 -72 42 1764
8027 -72 42 1764
8028 -76 44 1936
8029 -80 46 2116
8030 -80 46 2116
8031 -80 46 2116
8032 -80 48 2304
8033 -80 46 2116
8034 -84 48 2304
8035 -84 48 2304
8036 -84 48 2304
8037 -84 48 2304
8038 -80 46 2116
8039 -80 46 2116
8040 -80 46 2116
8041 -80 46 2116
8042 -80 46 2116
8043 -80 46 2116
8044 -80 46 2116
8045 -80 46 2116
8046 -80 46 2116
8047 -80 46 2116
8048 -80 46 2116
8049 -76 44 1936
8050 -76 44 1936
8051 -76 44 1936
8052 -72 46 2116
8053 -68 44 1936
8054 -68 44 1936
8055 -68 44 1936
8056 -68 44 1936
8057 -68 44 1936
8058 -68 44 1936
8059 -68 42 1764
8060 -68 42 1764
8061 -68 42 1764
8062 -68 42 1764
8063 -72 44 1936
8064 -72 44 1936
8065 -72 42 1764
8066 -72 42 1764
8067 -72 42 1764
8068 -72 42 1764
8069 -72 42 1764
8070 -72 42 1764
8071 -76 44 1936
8072 -76 44 1936
8073 -76 44 1936
8074 -76 44 1936
8075 -76 44 1936
8076 -76 44 1936
8077 -72 42 1764
8078 -72 42 1764
8079 -72 42 1764
8080 -64 40 1600
8081 -60 38 1444
8082 -60 38 1444
8083 -60 40 1600
8084 -60 40 1600
8085 -56 38 1444
8086 -56 38 1444
8087 -60 40 1600
8088 -60 40 1600
8089 -60 40 1600
8090 -60 40 1600
8091 -60 40 1600
8092 -60 40 1600
8093 -60 40 1600
8094 -60 42 1764
8095 -68 44 1936
8096 -68 44 1936
8097 -68 42 1764
8098 -68 42 1764
8099 -68 42 1764
8100 -68 42 1764
8101 -68 42 1764
8102 -68 42 1764
8103 -68 42 1764
8104 -68 40 1600
8105 -68 40 1600
8106 -72 42 1764
8107 -72 42 1764
8108 -72 42 1764
8109 -72 42 1764
8110 -72 42 1764
8111 -72 42 1764
8112 -72 42 1764
8113 -72 42 1764
8114 -72 42 1764
8115 -72 42 1764
8116 -72 42 1764
8117 -72 42 1764
8118 -72 42 1764
8119 -72 42 1764
8120 -68 40 1600
8121 -68 40 1600
8122 -68 40 1600
8123 -68 40 1600
8124 -68 42 1764
8125 -68 40 1600
8126 -68 40 1600
8127 -68 40 1600
8128 -68 40 1600
8129 -68 40 1600
8130 -68 42 1764
8131 -68 42 1764
8132 -68 42 1764
8133 -72 44 1936
8134 -72 44 1936
8135 -68 42 1764
8136 -72 40 1600
8137 -68 38 1444
8138 -68 38 1444
8139 -68 38 1444
8140 -68 38 1444
8141 -68 38 1444
8142 -60 36 1296
8143 -60 36 1296
8144 -60 36 1296
8145 -60 36 1296
8146 -60 36 1296
8147 -60 36 1296
8148 -60 36 1296
8149 -64 38 1444
8150 -64 38 1444
8151 -64 38 1444
8152 -64 38 1444
8153 -64 38 1444
8154 -64 38 1444
8155 -56 36 1296
8156 -56 36 1296
8157 -56 34 1156
8158 -60 36 1296
8159 -60 36 1296
8160 -52 34 1156
8161 -56 32 1024
8162 -56 30 900
8163 -56 30 900
8164 -56 30 900
8165 -56 30 900
8166 -56 32 1024
8167 -56 32 1024
8168 -60 30 900
8169 -60 30 900
8170 -60 30 900
8171 -60 32 1024
8172 -60 30 900
8173 -56 32 1024
8174 -56 32 1024
8175 -56 34 1156
8176 -48 32 1024
8177 -48 34 1156
8178 -48 34 1156
8179 -56 36 1296
8180 -56 36 1296
8181 -60 38 1444
8182 -64 36 1296
8183 -64 36 1296
8184 -64 36 1296
8185 -60 34 1156
8186 -60 34 1156
8187 -60 34 1156
8188 -60 32 1024
8189 -60 32 1024
8190 -52 30 900
8191 -56 32 1024
8192 -64 34 1156
8193 -64 34 1156
8194 -64 34 1156
8195 -64 34 1156
8196 -64 34 1156
8197 -64 34 1156
8198 -64 34 1156
8199 -64 36 1296
8200 -64 36 1296
8201 -64 36 1296
8202 -64 36 1296
8203 -64 36 1296
8204 -60 34 1156
8205 -56 32 1024
8206 -56 32 1024
8207 -56 30 900
8208 -52 28 784
8209 -56 30 900
8210 -56 30 900
8211 -60 28 784
8212 -60 28 784
8213 -60 28 784
8214 -64 30 900
8215 -64 32 1024
8216 -64 32 1024
8217 -64 32 1024
8218 -64 32 1024
8219 -64 32 1024
8220 -64 30 900
8221 -68 28 784
8222 -68 26 676
8223 -68 26 676
8224 -64 28 784
8225 -64 28 784
8226 -64 28 784
8227 -64 28 784
8228 -68 30 900
8229 -68 30 900
8230 -68 30 900
8231 -64 28 784
8232 -64 28 784
8233 -64 28 784
8234 -64 28 784
8235 -60 26 676
8236 -56 28 784
8237 -56 28 784
8238 -56 30 900
8239 -56 30 900
8240 -60 32 1024
8241 -60 32 1024
8242 -68 34 1156
8243 -68 34 1156
8244 -68 34 1156
8245 -76 36 1296
8246 -76 36 1296
8247 -76 36 1296
8248 -76 38 1444
8249 -76 36 1296
8250 -76 36 1296
8251 -76 36 1296
8252 -76 34 1156
8253 -76 34 1156
8254 -76 34 1156
8255 -76 34 1156
8256 -76 34 1156
8257 -76 34 1156
8258 -76 36 1296
8259 -76 36 1296
8260 -76 36 1296
8261 -76 34 1156
8262 -76 34 1156
8263 -76 34 1156
8264 -76 34 1156
8265 -76 34 1156
8266 -76 34 1156
8267 -76 34 1156
8268 -76 34 1156
8269 -76 34 1156
8270 -76 34 1156
8271 -72 32 1024
8272 -72 32 1024
8273 -76 30 900
8274 -76 30 900
8275 -76 30 900
8276 -76 30 900
8277 -76 28 784
8278 -76 30 900
8279 -72 28 784
8280 -72 30 900
8281 -72 30 900
8282 -68 32 1024
8283 -68 32 1024
8284 -68 30 900
8285 -68 30 900
8286 -64 32 1024
8287 -64 32 1024
8288 -64 34 1156
8289 -64 34 1156
8290 -64 34 1156
8291 -64 36 1296
8292 -64 34 1156
8293 -64 32 1024
8294 -64 32 1024
8295 -64 30 900
8296 -68 32 1024
8297 -68 30 900
8298 -68 30 900
8299 -68 30 900
8300 -68 30 900
8301 -68 30 900
8302 -68 30 900
8303 -68 28 784
8304 -68 30 900
8305 -64 28 784
8306 -60 26 676
8307 -60 26 676
8308 -60 26 676
8309 -60 26 676
8310 -60 26 676
8311 -60 26 676
8312 -60 26 676
8313 -60 26 676
8314 -60 26 676
8315 -60 26 676
8316 -60 24 576
8317 -60 24 576
8318 -60 24 576
8319 -60 24 576
8320 -60 24 576
8321 -60 24 576
8322 -60 24 576
8323 -60 24 576
8324 -60 24 576
8325 -56 22 484
8326 -56 22 484
8327 -56 22 484
8328 -56 20 400
8329 -56 20 400
8330 -56 20 400
8331 -56 18 324
8332 -56 20 400
8333 -56 18 324
8334 -56 18 324
8335 -56 18 324
8336 -56 18 324
8337 -56 18 324
8338 -56 18 324
8339 -56 18 324
8340 -56 18 324
8341 -56 16 256
8342 -64 14 196
8343 -64 14 196
8344 -64 12 144
8345 -64 12 144
8346 -64 12 144
8347 -64 12 144
8348 -64 12 144
8349 -64 12 144
8350 -64 12 144
8351 -64 10 100
8352 -64 10 100
8353 -64 12 144
8354 -64 12 144
8355 -64 14 196
8356 -56 12 144
8357 -56 14 196
8358 -56 14 196
8359 -56 14 196
8360 -56 14 196
8361 -48 16 256
8362 -44 18 324
8363 -48 16 256
8364 -48 14 196
8365 -48 16 256
8366 -48 18 324
8367 -48 20 400
8368 -52 22 484
8369 -52 24 576
8370 -52 24 576
8371 -52 22 484
8372 -52 22 484
8373 -52 22 484
8374 -56 24 576
8375 -56 24 576
8376 -56 26 676
8377 -56 26 676
8378 -56 26 676
8379 -56 28 784
8380 -56 28 784
8381 -56 28 784
8382 -56 28 784
8383 -60 30 900
8384 -64 28 784
8385 -64 30 900
8386 -64 30 900
8387 -60 28 784
8388 -60 30 900
8389 -56 32 1024
8390 -56 32 1024
8391 -56 32 1024
8392 -56 32 1024
8393 -56 34 1156
8394 -56 34 1156
8395 -52 32 1024
8396 -52 32 1024
8397 -52 32 1024
8398 -48 30 900
8399 -48 30 900
8400 -52 28 784
8401 -56 26 676
8402 -60 28 784
8403 -60 28 784
8404 -60 26 676
8405 -68 28 784
8406 -72 30 900
8407 -72 30 900
8408 -72 30 900
8409 -72 30 900
8410 -72 30 900
8411 -72 30 900
8412 -72 32 1024
8413 -72 30 900
8414 -72 30 900
8415 -72 30 900
8416 -72 30 900
8417 -72 28 784
8418 -72 30 900
8419 -72 30 900
8420 -72 30 900
8421 -72 28 784
8422 -72 28 784
8423 -68 26 676
8424 -68 24 576
8425 -68 24 576
8426 -68 24 576
8427 -68 26 676
8428 -68 26 676
8429 -64 24 576
8430 -64 24 576
8431 -64 24 576
8432 -64 24 576
8433 -64 24 576
8434 -60 22 484
8435 -60 22 484
8436 -60 22 484
8437 -60 22 484
8438 -60 20 400
8439 -60 20 400
8440 -56 18 324
8441 -56 18 324
8442 -56 18 324
8443 -56 18 324
8444 -56 20 400
8445 -56 20 400
8446 -56 22 484
8447 -56 22 484
8448 -56 22 484
8449 -56 22 484
8450 -56 20 400
8451 -60 22 484
8452 -60 20 400
8453 -60 20 400
8454 -60 20 400
8455 -60 20 400
8456 -60 20 400
8457 -60 20 400
8458 -60 20 400
8459 -60 20 400
8460 -60 22 484
8461 -60 22 484
8462 -60 22 484
8463 -60 22 484
8464 -60 24 576
8465 -60 24 576
8466 -60 24 576
8467 -60 24 576
8468 -56 22 484
8469 -56 22 484
8470 -52 20 400
8471 -52 18 324
8472 -52 18 324
8473 -56 20 400
8474 -60 18 324
8475 -60 18 324
8476 -60 18 324
8477 -60 18 324
8478 -60 18 324
8479 -60 18 324
8480 -60 18 324
8481 -60 18 324
8482 -56 16 256
8483 -60 18 324
8484 -56 16 256
8485 -56 16 256
8486 -56 16 256
8487 -56 14 196
8488 -56 16 256
8489 -56 16 256
8490 -56 18 324
8491 -56 18 324
8492 -56 18 324
8493 -56 18 324
8494 -56 18 324
8495 -60 20 400
8496 -64 22 484
8497 -68 20 400
8498 -68 20 400
8499 -68 20 400
8500 -68 20 400
8501 -68 20 400
8502 -64 18 324
8503 -64 20 400
8504 -64 20 400
8505 -64 22 484
8506 -64 22 484
8507 -64 22 484
8508 -64 22 484
8509 -60 24 576
8510 -60 24 576
8511 -60 24 576
8512 -60 26 676
8513 -60 26 676
8514 -56 24 576
8515 -60 22 484
8516 -60 22 484
8517 -64 24 576
8518 -64 24 576
8519 -64 24 576
8520 -64 24 576
8521 -64 24 576
8522 -68 26 676
8523 -68 24 576
8524 -64 26 676
8525 -64 26 676
8526 -64 26 676
8527 -64 26 676
8528 -60 24 576
8529 -60 24 576
8530 -56 22 484
8531 -56 22 484
8532 -56 24 576
8533 -56 24 576
8534 -56 24 576
8535 -56 24 576
8536 -56 22 484
8537 -48 20 400
8538 -48 20 400
8539 -44 18 324
8540 -44 18 324
8541 -44 16 256
8542 -52 18 324
8543 -52 16 256
8544 -52 18 324
8545 -52 16 256
8546 -52 16 256
8547 -52 14 196
8548 -48 12 144
8549 -48 12 144
8550 -48 12 144
8551 -48 12 144
8552 -56 10 100
8553 -56 12 144
8554 -56 10 100
8555 -56 10 100
8556 -56 8 64
8557 -56 8 64
8558 -56 8 64
8559 -56 10 100
8560 -56 10 100
8561 -56 12 144
8562 -56 12 144
8563 -56 14 196
8564 -56 14 196
8565 -56 14 196
8566 -56 14 196
8567 -60 16 256
8568 -60 14 196
8569 -60 14 196
8570 -60 14 196
8571 -60 14 196
8572 -60 14 196
8573 -60 14 196
8574 -56 12 144
8575 -56 10 100
8576 -56 8 64
8577 -56 8 64
8578 -52 6 36
8579 -52 6 36
8580 -52 6 36
8581 -52 8 64
8582 -48 6 36
8583 -48 6 36
8584 -48 6 36
8585 -48 4 16
8586 -44 2 4
8587 -44 0 0
8588 -44 0 0
8589 -44 -2 4
8590 -44 -2 4
8591 -40 0 0
8592 -40 0 0
8593 -36 2 4
8594 -36 4 16
8595 -32 6 36
8596 -32 6 36
8597 -32 6 36
8598 -32 4 16
8599 -32 4 16
8600 -28 2 4
8601 -28 4 16
8602 -28 2 4
8603 -28 0 0
8604 -28 2 4
8605 -28 0 0
8606 -28 0 0
8607 -28 0 0
8608 -28 2 4
8609 -28 0 0
8610 -28 0 0
8611 -28 0 0
8612 -24 2 4
8613 -24 2 4
8614 -24 4 16
8615 -24 4 16
8616 -24 6 36
8617 -24 6 36
8618 -20 8 64
8619 -20 10 100
8620 -20 10 100
8621 -20 10 100
8622 -20 12 144
8623 -20 14 196
8624 -20 14 196
8625 -20 12 144
8626 -20 10 100
8627 -20 10 100
8628 -20 10 100
8629 -24 8 64
8630 -24 10 100
8631 -24 10 100
8632 -24 10 100
8633 -24 10 100
8634 -24 10 100
8635 -24 8 64
8636 -24 6 36
8637 -24 4 16
8638 -24 2 4
8639 -24 2 4
8640 -24 2 4
8641 -28 0 0
8642 -28 2 4
8643 -32 0 0
8644 -32 0 0
8645 -40 2 4
8646 -40 4 16
8647 -40 2 4
8648 -40 2 4
8649 -40 2 4
8650 -40 2 4
8651 -40 4 16
8652 -44 6 36
8653 -44 6 36
8654 -48 4 16
8655 -48 4 16
8656 -48 4 16
8657 -52 6 36
8658 -52 6 36
8659 -48 4 16
8660 -48 4 16
8661 -52 2 4
8662 -52 2 4
8663 -52 4 16
8664 -52 2 4
8665 -52 0 0
8666 -48 2 4
8667 -48 2 4
8668 -52 0 0
8669 -52 2 4
8670 -52 2 4
8671 -52 4 16
8672 -48 2 4
8673 -48 2 4
8674 -44 4 16
8675 -44 4 16
8676 -48 2 4
8677 -52 4 16
8678 -52 6 36
8679 -52 6 36
8680 -52 6 36
8681 -52 4 16
8682 -52 4 16
8683 -52 6 36
8684 -52 8 64
8685 -52 8 64
8686 -52 8 64
8687 -52 10 100
8688 -52 10 100
8689 -52 10 100
8690 -52 12 144
8691 -52 12 144
8692 -44 10 100
8693 -44 10 100
8694 -44 8 64
8695 -52 10 100
8696 -52 10 100
8697 -52 10 100
8698 -52 10 100
8699 -52 10 100
8700 -52 8 64
8701 -48 6 36
8702 -48 6 36
8703 -48 6 36
8704 -48 6 36
8705 -48 6 36
8706 -48 4 16
8707 -48 2 4
8708 -48 2 4
8709 -48 2 4
8710 -48 2 4
8711 -48 0 0
8712 -48 0 0
8713 -48 0 0
8714 -48 0 0
8715 -48 0 0
8716 -48 2 4
8717 -48 2 4
8718 -48 0 0
8719 -48 0 0
8720 -48 0 0
8721 -48 0 0
8722 -48 0 0
8723 -44 2 4
8724 -44 0 0
8725 -44 0 0
8726 -44 -2 4
8727 -44 0 0
8728 -44 0 0
8729 -44 0 0
8730 -44 2 4
8731 -44 2 4
8732 -44 2 4
8733 -44 2 4
8734 -44 0 0
8735 -40 -2 4
8736 -36 0 0
8737 -36 0 0
8738 -36 0 0
8739 -36 0 0
8740 -36 0 0
8741 -36 0 0
8742 -36 0 0
8743 -32 2 4
8744 -32 2 4
8745 -32 2 4
8746 -32 2 4
8747 -32 2 4
8748 -36 4 16
8749 -36 4 16
8750 -36 2 4
8751 -40 0 0
8752 -40 0 0
8753 -40 0 0
8754 -40 0 0
8755 -40 0 0
8756 -44 -2 4
8757 -44 -2 4
8758 -40 0 0
8759 -40 0 0
8760 -40 0 0
8761 -40 -2 4
8762 -40 -2 4
8763 -36 0 0
8764 -36 2 4
8765 -36 2 4
8766 -28 4 16
8767 -28 4 16
8768 -28 4 16
8769 -28 4 16
8770 -36 2 4
8771 -32 4 16
8772 -32 4 16
8773 -36 6 36
8774 -36 4 16
8775 -36 2 4
8776 -36 4 16
8777 -32 2 4
8778 -32 2 4
8779 -32 2 4
8780 -28 4 16
8781 -24 2 4
8782 -20 4 16
8783 -24 6 36
8784 -24 6 36
8785 -24 6 36
8786 -24 6 36
8787 -24 6 36
8788 -24 6 36
8789 -24 6 36
8790 -24 4 16
8791 -20 6 36
8792 -20 4 16
8793 -20 4 16
8794 -20 4 16
8795 -20 2 4
8796 -20 4 16
8797 -20 4 16
8798 -20 4 16
8799 -20 6 36
8800 -20 6 36
8801 -28 4 16
8802 -28 4 16
8803 -28 6 36
8804 -28 6 36
8805 -36 8 64
8806 -36 8 64
8807 -36 8 64
8808 -36 8 64
8809 -36 8 64
8810 -36 8 64
8811 -40 10 100
8812 -40 10 100
8813 -40 10 100
8814 -44 12 144
8815 -40 14 196
8816 -40 14 196
8817 -40 12 144
8818 -40 10 100
8819 -40 10 100
8820 -36 8 64
8821 -36 8 64
8822 -36 8 64
8823 -36 8 64
8824 -36 6 36
8825 -40 4 16
8826 -40 4 16
8827 -40 4 16
8828 -36 2 4
8829 -36 4 16
8830 -36 4 16
8831 -36 4 16
8832 -36 2 4
8833 -36 2 4
8834 -36 4 16
8835 -36 4 16
8836 -36 4 16
8837 -36 4 16
8838 -36 2 4
8839 -36 2 4
8840 -36 2 4
8841 -36 0 0
8842 -36 0 0
8843 -36 0 0
8844 -36 0 0
8845 -32 -2 4
8846 -32 -2 4
8847 -32 0 0
8848 -32 0 0
8849 -32 0 0
8850 -32 2 4
8851 -32 0 0
8852 -32 -2 4
8853 -32 -2 4
8854 -32 -4 16
8855 -32 -4 16
8856 -32 -6 36
8857 -32 -6 36
8858 -32 -8 64
8859 -36 -10 100
8860 -40 -12 144
8861 -36 -14 196
8862 -36 -12 144
8863 -32 -14 196
8864 -32 -12 144
8865 -36 -14 196
8866 -36 -14 196
8867 -36 -14 196
8868 -36 -16 256
8869 -36 -16 256
8870 -32 -18 324
8871 -36 -16 256
8872 -36 -16 256
8873 -36 -16 256
8874 -40 -14 196
8875 -40 -14 196
8876 -40 -14 196
8877 -40 -14 196
8878 -40 -14 196
8879 -40 -14 196
8880 -36 -12 144
8881 -36 -12 144
8882 -36 -10 100
8883 -36 -10 100
8884 -36 -12 144
8885 -36 -10 100
8886 -36 -12 144
8887 -40 -14 196
8888 -36 -12 144
8889 -36 -12 144
8890 -36 -10 100
8891 -36 -10 100
8892 -36 -10 100
8893 -36 -12 144
8894 -36 -12 144
8895 -40 -10 100
8896 -40 -10 100
8897 -36 -8 64
8898 -36 -8 64
8899 -36 -8 64
8900 -36 -8 64
8901 -40 -6 36
8902 -40 -6 36
8903 -40 -6 36
8904 -44 -8 64
8905 -44 -6 36
8906 -44 -6 36
8907 -44 -6 36
8908 -40 -8 64
8909 -32 -6 36
8910 -28 -8 64
8911 -24 -10 100
8912 -24 -10 100
8913 -24 -10 100
8914 -24 -8 64
8915 -24 -10 100
8916 -24 -10 100
8917 -24 -10 100
8918 -24 -12 144
8919 -24 -10 100
8920 -24 -10 100
8921 -24 -10 100
8922 -24 -10 100
8923 -24 -10 100
8924 -20 -8 64
8925 -20 -10 100
8926 -20 -8 64
8927 -20 -8 64
8928 -20 -8 64
8929 -20 -8 64
8930 -20 -10 100
8931 -16 -8 64
8932 -16 -10 100
8933 -16 -10 100
8934 -16 -10 100
8935 -12 -8 64
8936 -12 -6 36
8937 -12 -8 64
8938 -12 -6 36
8939 -16 -8 64
8940 -20 -10 100
8941 -20 -12 144
8942 -20 -12 144
8943 -20 -12 144
8944 -20 -10 100
8945 -24 -12 144
8946 -24 -12 144
8947 -24 -12 144
8948 -24 -10 100
8949 -24 -12 144
8950 -24 -14 196
8951 -28 -12 144
8952 -28 -14 196
8953 -32 -16 256
8954 -40 -18 324
8955 -40 -18 324
8956 -40 -18 324
8957 -44 -20 400
8958 -44 -20 400
8959 -44 -20 400
8960 -44 -20 400
8961 -44 -18 324
8962 -44 -18 324
8963 -44 -18 324
8964 -44 -18 324
8965 -48 -16 256
8966 -48 -16 256
8967 -52 -18 324
8968 -52 -16 256
8969 -52 -14 196
8970 -48 -12 144
8971 -48 -10 100
8972 -48 -12 144
8973 -48 -12 144
8974 -44 -10 100
8975 -44 -12 144
8976 -44 -14 196
8977 -44 -14 196
8978 -44 -12 144
8979 -44 -10 100
8980 -44 -12 144
8981 -44 -10 100
8982 -44 -8 64
8983 -44 -6 36
8984 -40 -4 16
8985 -40 -4 16
8986 -44 -6 36
8987 -44 -6 36
8988 -44 -6 36
8989 -44 -6 36
8990 -44 -6 36
8991 -44 -6 36
8992 -44 -6 36
8993 -44 -6 36
8994 -52 -8 64
8995 -52 -8 64
8996 -52 -6 36
8997 -52 -6 36
8998 -52 -6 36
8999 -52 -6 36
9000 -56 -8 64
9001 -56 -8 64
9002 -56 -8 64
9003 -56 -6 36
9004 -52 -8 64
9005 -52 -8 64
9006 -52 -8 64
9007 -52 -8 64
9008 -52 -8 64
9009 -52 -8 64
9010 -56 -10 100
9011 -56 -12 144
9012 -56 -10 100
9013 -56 -10 100
9014 -56 -10 100
9015 -56 -10 100
9016 -56 -10 100
9017 -56 -12 144
9018 -56 -12 144
9019 -56 -12 144
9020 -56 -12 144
9021 -56 -12 144
9022 -56 -10 100
9023 -56 -8 64
9024 -52 -10 100
9025 -52 -10 100
9026 -52 -8 64
9027 -52 -10 100
9028 -52 -10 100
9029 -52 -10 100
9030 -52 -10 100
9031 -52 -10 100
9032 -52 -10 100
9033 -52 -8 64
9034 -48 -6 36
9035 -48 -8 64
9036 -48 -8 64
9037 -52 -10 100
9038 -52 -10 100
9039 -52 -10 100
9040 -52 -10 100
9041 -52 -10 100
9042 -52 -10 100
9043 -52 -8 64
9044 -52 -8 64
9045 -52 -8 64
9046 -52 -8 64
9047 -52 -10 100
9048 -48 -8 64
9049 -48 -6 36
9050 -48 -6 36
9051 -48 -6 36
9052 -48 -6 36
9053 -52 -4 16
9054 -52 -4 16
9055 -52 -4 16
9056 -52 -4 16
9057 -52 -4 16
9058 -52 -2 4
9059 -52 -2 4
9060 -52 -4 16
9061 -56 -6 36
9062 -64 -8 64
9063 -64 -8 64
9064 -64 -6 36
9065 -64 -6 36
9066 -68 -8 64
9067 -68 -8 64
9068 -68 -8 64
9069 -68 -10 100
9070 -68 -10 100
9071 -60 -12 144
9072 -60 -14 196
9073 -60 -12 144
9074 -60 -12 144
9075 -60 -12 144
9076 -60 -12 144
9077 -60 -12 144
9078 -60 -12 144
9079 -60 -12 144
9080 -64 -14 196
9081 -64 -14 196
9082 -64 -12 144
9083 -64 -14 196
9084 -64 -14 196
9085 -64 -16 256
9086 -64 -14 196
9087 -64 -14 196
9088 -64 -14 196
9089 -64 -14 196
9090 -64 -14 196
9091 -64 -14 196
9092 -64 -14 196
9093 -64 -14 196
9094 -64 -14 196
9095 -64 -14 196
9096 -64 -14 196
9097 -60 -12 144
9098 -60 -12 144
9099 -60 -14 196
9100 -60 -14 196
9101 -60 -14 196
9102 -60 -14 196
9103 -60 -14 196
9104 -64 -16 256
9105 -64 -16 256
9106 -64 -16 256
9107 -64 -16 256
9108 -64 -14 196
9109 -64 -14 196
9110 -64 -14 196
9111 -64 -14 196
9112 -68 -12 144
9113 -68 -12 144
9114 -68 -14 196
9115 -68 -14 196
9116 -68 -14 196
9117 -68 -14 196
9118 -68 -14 196
9119 -68 -16 256
9120 -64 -14 196
9121 -64 -14 196
9122 -64 -14 196
9123 -64 -14 196
9124 -64 -12 144
9125 -64 -12 144
9126 -64 -14 196
9127 -64 -12 144
9128 -64 -12 144
9129 -60 -10 100
9130 -60 -10 100
9131 -60 -10 100
9132 -60 -10 100
9133 -52 -8 64
9134 -52 -8 64
9135 -52 -8 64
9136 -52 -8 64
9137 -52 -8 64
9138 -52 -10 100
9139 -52 -10 100
9140 -48 -8 64
9141 -48 -6 36
9142 -44 -4 16
9143 -44 -4 16
9144 -44 -6 36
9145 -44 -8 64
9146 -44 -6 36
9147 -44 -8 64
9148 -44 -8 64
9149 -44 -8 64
9150 -44 -6 36
9151 -44 -4 16
9152 -44 -4 16
9153 -44 -6 36
9154 -44 -8 64
9155 -48 -10 100
9156 -48 -8 64
9157 -48 -8 64
9158 -48 -8 64
9159 -48 -10 100
9160 -40 -12 144
9161 -40 -12 144
9162 -40 -12 144
9163 -44 -14 196
9164 -40 -16 256
9165 -36 -14 196
9166 -40 -16 256
9167 -40 -18 324
9168 -40 -18 324
9169 -36 -16 256
9170 -32 -18 324
9171 -36 -20 400
9172 -40 -18 324
9173 -44 -16 256
9174 -44 -14 196
9175 -44 -16 256
9176 -44 -16 256
9177 -44 -18 324
9178 -44 -18 324
9179 -44 -18 324
9180 -44 -18 324
9181 -44 -18 324
9182 -44 -18 324
9183 -44 -18 324
9184 -44 -20 400
9185 -44 -18 324
9186 -44 -18 324
9187 -48 -16 256
9188 -48 -16 256
9189 -48 -16 256
9190 -48 -14 196
9191 -48 -14 196
9192 -48 -16 256
9193 -48 -18 324
9194 -52 -16 256
9195 -52 -16 256
9196 -52 -16 256
9197 -52 -16 256
9198 -52 -18 324
9199 -52 -18 324
9200 -52 -18 324
9201 -60 -20 400
9202 -60 -22 484
9203 -60 -22 484
9204 -60 -22 484
9205 -60 -22 484
9206 -60 -22 484
9207 -60 -20 400
9208 -60 -18 324
9209 -60 -18 324
9210 -56 -20 400
9211 -64 -22 484
9212 -60 -24 576
9213 -60 -24 576
9214 -56 -22 484
9215 -56 -22 484
9216 -56 -24 576
9217 -56 -24 576
9218 -56 -24 576
9219 -56 -24 576
9220 -52 -26 676
9221 -52 -26 676
9222 -56 -28 784
9223 -56 -28 784
9224 -48 -26 676
9225 -52 -24 576
9226 -52 -22 484
9227 -52 -22 484
9228 -52 -22 484
9229 -52 -22 484
9230 -52 -24 576
9231 -52 -24 576
9232 -52 -24 576
9233 -52 -24 576
9234 -52 -26 676
9235 -52 -26 676
9236 -52 -26 676
9237 -52 -28 784
9238 -52 -28 784
9239 -52 -28 784
9240 -56 -30 900
9241 -56 -28 784
9242 -56 -28 784
9243 -56 -28 784
9244 -60 -26 676
9245 -60 -26 676
9246 -60 -26 676
9247 -60 -26 676
9248 -56 -28 784
9249 -56 -30 900
9250 -56 -30 900
9251 -56 -30 900
9252 -56 -30 900
9253 -56 -30 900
9254 -56 -30 900
9255 -56 -30 900
9256 -56 -30 900
9257 -56 -28 784
9258 -48 -26 676
9259 -48 -26 676
9260 -48 -26 676
9261 -48 -24 576
9262 -52 -22 484
9263 -48 -20 400
9264 -48 -18 324
9265 -52 -20 400
9266 -52 -18 324
9267 -52 -18 324
9268 -52 -18 324
9269 -52 -20 400
9270 -52 -20 400
9271 -52 -18 324
9272 -48 -16 256
9273 -48 -14 196
9274 -48 -14 196
9275 -48 -14 196
9276 -48 -12 144
9277 -48 -10 100
9278 -48 -10 100
9279 -48 -10 100
9280 -48 -10 100
9281 -56 -8 64
9282 -56 -8 64
9283 -56 -10 100
9284 -56 -8 64
9285 -56 -8 64
9286 -56 -8 64
9287 -56 -8 64
9288 -56 -8 64
9289 -56 -8 64
9290 -56 -8 64
9291 -56 -6 36
9292 -56 -6 36
9293 -56 -6 36
9294 -56 -6 36
9295 -60 -4 16
9296 -60 -4 16
9297 -60 -4 16
9298 -60 -4 16
9299 -60 -6 36
9300 -64 -8 64
9301 -64 -8 64
